@relation instances

@attribute @class@ {positive,negative}
@attribute @text@ string

@data
negative,'matibasconcelo naancosta vos tambien sos buena chamuyando linda'
negative,'angiebravot soyunadramatica hable con liiz no se si puedas mandarme un dm '
negative,'pochybello rt pibesslocos hoy cama fest av sabana entre colchón y almohada dj peluche '
negative,'agalarreta nadie puede como arca ninguno prra'
negative,'barbieaibar se le cae el chivo en el vestido jajajjajajajaja por estas cosas amo a florencia'
negative,'sashanarela d boludo no me rompas las bolas no pienso hablarte n'
negative,'geerrojo rt iaradurante perdono pero nunca olvido '
negative,'samilrafael cmoloon nada más amargo que saber que te perdí '
negative,'camicanizales la lasg hahahahhahaha es que no me queria meter en la discusión marital hahahahaah xd'
negative,'banplusonline gracias por sus palabras rt leonardorene banplusonline gracias excelente el servicio '
negative,'super guayaco rt elpoetabatracio ayuda ese negro se quiere robar el león http t co w dtv eik'
negative,'florenciaaye rt chaminovg si que otra flor '
negative,'mmariherrera cosodelabateria repitan conmigo la gente no cambia la gente no cambia la gente no cambia '
negative,'marijo s l noticias apple le hace hueco a los juegos indie en la itunes store http t co c ceyxdtda actualidad'
negative,'luisanchezleal antes amaba el trompo pero se interpuso entre la cerveza y yo y asi no'
negative,'antooabril hoy el amigo de ailin lucas me dijo vos sos la que en el cole callate que vergüenza no da ponerlo '
negative,'yolacleta desde que te diste cuenta que alguien te quiere de verdad '
negative,'mrs rt padreisrael se nos da como alimento que restaura nuestras fuerzas desgastadas por el camino de la vida te espera en su casa http t '
negative,'actual celia cruz es parte del paseo de la fama del teatro apollo en nueva york gt http t co zbqmriuspq'
negative,'johanna rl qué problema hay con eso me miro el cuerpo acaso tengo alguna deformidad o algo camprl '
negative,'ylusberis a cruzar todo para que no gane buenfil '
negative,'bocamagi me voy a dormir con toda la bronca encima '
negative,'b rjuarez eddy es gran cantante carismático y muy talentoso discodeeddy buenas noches eddyctos lacademiaazteca aztecamusica '
negative,'doblek olle jeffry fallece james rebhorn estrella de homeland y white collar ha fallecido el actor james rebhorn http t co emzckfdio'
negative,'antonellabeni que mal humor qe tengo loco '
negative,'barriaagus esteban cc dale boludo decile que abandonee'
negative,'cinun rt alsinaleal heroína estudiantil de venezuela http t co cll gptw e'
negative,'dominguez jime de recién con wandda http t co sgilqemh v'
negative,'skfelipe algo es decir un idiota que no ha dejado de pensar en ti '
negative,'hector rt maholy isarcasmos qué hermosa y valiente es maholy este país está lleno de mujeres valientes m http t co xbxmsl giw gr '
negative,'breem caceres rt leobasconcello cosasquehagocuandoestoyalpedo\n molestar gente\n stalkear '
negative,'maxileiva rt videlalujan odio cuando las cosas cambian loco ya me acostumbre a lo de antes y me gustaba porque cambia todo '
negative,'marthanegocios errores de windows a tener en cuenta http t co rkbtr p k http t co t ozztxbuc'
negative,'mariie park hipócrita gracias por participar '
negative,'sanchente manceramiguelmx porqué no vas tras ebrard por l ah es mejor ver casarse a los maricones y ver como cambian de sexo verdad inútil '
negative,'ilove dasahev rt eldasa mi publico no tiene la culpa pero si supieran lo que batallamos los artistas con algunos empresarios gente batallosa que no '
negative,'aredchair rt claudionazoa salvó su vida lo restituyó en miraflores le bautizó un hijo lo nombró ministro baduel incomunicado y su hijo en tocorón '
negative,'munoz valeria si eres de la gloriosa universidad de chile es unarazonparaseguirte '
negative,'enzogarmendia me estoy acordado de muy pocas cosas'
negative,'riveraydelmar rt egb me gustan las personas que aspiran cosas buenas para su vida'
negative,'janethmedina rt chicashinigami cómo debería ser y cómo soy http t co so qdityl'
negative,'paulacblanco me gusta escribir pero a veces me gusta más leer a la gente porque al leerla logro entenderla '
negative,'angiereyes las mujeres tienen sentidos tacto gusto olfato oído vista detector de zorras '
negative,'rochucaceres que asco '
negative,'jessicalopezg les respondemos con un porque idiota imbécil no captas que estoy enojada es muy largo '
negative,'marianatejeida arguellesmelani que bien pues igual '
negative,'rodumont nunca sentí la necesidad tan grande de salir como ahora justo ahora que estoy así '
negative,'sofihernanndez y si para nuestro amor no encuentro un buen adjetivo es por que te amo mucho mucho mas del te amo que te digo '
negative,'jennyfferl rt padrenestor no apoyo guarimbas ni barricadas pero esa fue la consecuencia a represión a los estudiantes y manifestaciones pacífica '
negative,'brunopasto alto palo hoy en la pista de skate lol'
negative,'melaniemuller rt claudiapapo rt sealzovenezuela miga s altamira entrego estudiantes escondidos en el baño a gnb nunca entrare a ese local de sapos '
negative,'lallruns https t co lsfqyen pr http t co o tuzltbra'
negative,'fraguilopez jamas se me va a borrar ese nombre de mi mente s'
negative,'branbaldenebro rt adrian uribe esta selfie va a tener más rt que la de theellenshow tvynovelas http t co aipjipfatw'
negative,'berthyrodriguez no quiero volver a la rutina '
negative,'lidabus rt oswanp asi esta base aragua en stos momentos luchando x maracay y x venezuela sosvenezuela conclujusticia http t co zlsz o ih '
negative,'ximejcl quien es la chica cebolla no entiiendo nada'
negative,'soy libra cuanto mas tiempo vivo mas firmemente creo que lo que era bueno para nuestros padres no lo es para nosotros '
negative,'pedritomartin mansa hambre dios'
negative,'rafisavigliano mi mama no entiende lo que es qudarse sin bateria '
negative,'nevicd func del seniat se quitó la correa y amenazó a estudiantes q gritaban en sambil http t co xg aellsg con franela d paz '
negative,'abbydhoran acabo de encontrar a todos mis fans de twitter que no me siguen gracias a http t co fdfxy p b androidapp'
negative,'yareglz valeryacardona pues ya que ya no serás mi vecina lt '
negative,'moyettoh por la libre hará historia en solidaridad góngora escalante con censo poblacional http t co j m husp x'
negative,'marceatrujillo eres el caucho que mantiene viva la llama de mi guarimba'
negative,'edujosexd mañana a la rutina de nuevo'
negative,'girl de mo yui aero 俺もないが大型回す気起きない'
negative,'mellamoshisha rt bsesionado sólo tu voz podría callar mis pensamientos '
negative,'mon a tron fuck you tequila'
negative,'alejandranava qué haces para entretenerte http t co tnupfnpwni'
negative,'lio carp tatiimoyano afloja con los problemas y despues hablamos '
negative,'ygabriela no me dejan ser libre '
negative,'gomezperffx rt todassonbitches sígueme y te sigo lunesdeganarseguidores'
negative,'yourperfectnote rt todassonbitches sígueme y te sigo lunesdeganarseguidores'
negative,'braverybieberx rt todassonbitches sígueme y te sigo lunesdeganarseguidores'
negative,'s sftbieber rt todassonbitches sígueme y te sigo lunesdeganarseguidores'
negative,'leticia http t co rfcdojuy'
negative,'stronglikecher rt todassonbitches sígueme y te sigo lunesdeganarseguidores'
negative,'andreacogollo rt themattmind mamá me tire el examen final pero no te preocupes que todos los demás en la clase también como filosofía de vida '
negative,'mytommobear rt todassonbitches sígueme y te sigo lunesdeganarseguidores'
negative,'hazzastxles rt todassonbitches sígueme y te sigo lunesdeganarseguidores'
negative,'cashtxnpayne rt todassonbitches sígueme y te sigo lunesdeganarseguidores'
negative,'lovatmywarrior rt todassonbitches sígueme y te sigo lunesdeganarseguidores'
negative,'fabio rivera m o le pongo un freno o tendré una acosadora en facebook'
negative,'tmlnsonxs rt todassonbitches sígueme y te sigo lunesdeganarseguidores'
negative,'lourdesbelen rt todassonbitches sígueme y te sigo lunesdeganarseguidores'
negative,'di mxnds rt todassonbitches sígueme y te sigo lunesdeganarseguidores'
negative,'melyhoran rt todassonbitches sígueme y te sigo lunesdeganarseguidores'
negative,'liily capellan que encuentres con quien mirar las estrellas alguien que pueda bajarte con un beso una de ellas'
negative,'x hkidrauhl rt todassonbitches sígueme y te sigo lunesdeganarseguidores'
negative,'leohnnard noite de ladygaga penelopyjean judas swine alôca http t co lgptpdhof'
negative,'lucia risso rt manulerman como me gusta ver a lucia feliz por estar con este vago m pone tan contenta'
negative,'sa exn oficial mi hijo vien emosionado viendo su programa y despues no quiere ni salir al baño'
negative,'margelinventa rt michelpesquera tengo una terrible enfermedad que me impide hacer dietas se llama hambre '
negative,'jimenha y si en realidad estas en coma y todo esto es un sueño '
negative,'gustavojimz rt johkhz abajo el fascismo erradicar lo militar de venezuela rt vivalaucv la bota militar es una vergüenza para la patria http t c '
negative,'brendaperaltac mentí pero es la única forma perdonn'
negative,'imalesegura rt iaurab tiene que ganar mayombee como mejor tema tuu la niñaa que te crees perdidaa fraudee'
negative,'valemancilla paopuchunguiis flormansilla degoschumann checkadri jajajajajajaja eso fue culpa del wachu o como le digan al negriss jaja'
negative,'salocorre andresmill aa pero ya casi'
negative,'lmcs rt alexoubina en vez de enviar al tachira alimentos e insumos medicos envia tanques hoy en la pedrera http t co rihylplns madurovzl '
negative,'denis acabatelo jessdeluna holi bonita noche te quiero '
negative,'jjose lopez una mujer que no pide nada lo merece todo bruno mars'
negative,'akinoerik bueno ya se me bajo el enojo un poco solo diré nos vemos en la copa del rey barza d mierda siguessiendotercero sinelarbitronopueden'
negative,'abadiesimon davidc la ultima vez que perdi estaba ronaldo el brasilero jajaaj'
negative,'leydelacalle rt ialvlaz leydelacalle christian vi la vez pasada un reportaje tuyo sobre la gente que no respeta la linea amarilla y se estacionan igu '
negative,'phawol el de abril quiero ir con agenda musical al concierto de shineenchile http t co svek l sfl la tarea del nacho es mas entrete'
negative,'jennii rt il dottore aqui hay un pelon no debemos contar solo las muertes por protestas etc señores aqui hay q contar todoos los mue '
negative,'cheerfc afinadoo quien esta de aniversario yoo '
negative,'sooleemana estuve todo el día pensando en este pibe que carajos'
negative,'jlam rt informadorveraz parece que venezuela entendió que el pais está destruido se ve en las manifestaciones y los unicos chavistas que qued '
negative,'maay mansilla whisky tequila y ron para mi ya o no salgo muevanse dale'
negative,'cristianverazay la flor en la piedra silencio en la feria al\nverte pasar'
negative,'valenespinosa o ya me estaba enojando'
negative,'eduh mejia bueno no pierden el tiempo http t co y zw if'
negative,'stoplove d rt niallspanish louis contestó el marzo un dm de un fan que le pedía que le diga a liam que no vea los comentatios de twitter ns http '
negative,'mark waidstar rt lrofocale uhh que en una selfie caben todos los seguidores de amlo'
negative,'juligmez mrichard gabrielhiccup quisiera ahogarlos a los dos de un abrazo x '
negative,'migue gomez mes si goleador de clasicos con goles messi grande '
negative,'little special esas aspiraciones son vacías'
negative,'glo villarreal el sueño de un bebe es alimentó para ellos '
negative,'micarols rt moragafranco no mereces ser mi socio cagon '
negative,'mamercedesp rt al callao domingo de familia disfrútalo en al callao carlosfalqueza mamercedesp leodewindneira jnorthia jurinoblecilla http t c '
negative,'roberttkm personas que con un problema se quieren ir al piso porfavor hay niños que no tienen ni padres y salen adelante '
negative,'neuroticasl alejandrabip tu que haces despierta xd'
negative,'jaguar nubia rt minotadeamor siempre recuerda no tomes decisiones cuando estés enojado y no hagas promesas cuando estés feliz '
negative,'veronic noo solo esa novela vieron los jurados '
negative,'flamehaze sayuki x x es que el sale en japón nosotros debemos esperar dos semanas más por los subtítulos c yo ya vi todo lo vible '
negative,'luisangelrs rt jorgeahumada solo quiero que ya llegue semana santa '
negative,'agus villarreal déjame'
negative,'ot port rt xavicuevas dieron de alta a rosalba pérez la otra dama herida de bala en brazo izq fuera de peligro caso losnuevosteques m'
negative,'leaanontiveros no queda otra que tirarnos en el pasto'
negative,'lorenzomcastro una tipa que amagaba irse a dormir'
negative,'luchitotrifi tengo varios escrachos de beluu y angii xd'
negative,'ceciliacas rt dayis lucerina ceciliacas jajajjajajajajajajajjajajaja de echo ya hasta cambie de canal me aburre oirla '
negative,'xnicolegcx yearsofhannahmontana el tiempo pasa tan rapido http t co bcjzmp jsf'
negative,'jessbarella tengo la sensación de que el alien me odia y no se porque'
negative,'baquerizojorge rt smadaeiznek why i love me friends lolibaquerizo noahjames http t co rrsnwzumlp'
negative,'celestesobothe aveces pienso que se estan olvidando de mi '
negative,'corocballos solangepastor será que a garcés le darán meses de carcel como a scarano por no controlar la guarimba no creo'
negative,'la demi lovato pretty styles dreamdeliam p y en vez de popis hace helado jeje como estas '
negative,'manuelalexispty rt smoking on trabaja duro en silencio deja que tu éxito haga el ruido '
negative,'killjoyforyou sin duda te amo mas que ayer '
negative,'milagrosvasqu rt latiachuchi celos ni que estuviera fea '
negative,'leaa agustina me quedo a dormir en lo de cele y cuando nos levantemos hacemis after jaaja'
negative,'luzramallor en n la puerta con los chicos yea http t co hnh ykkxni'
negative,'nicoflorentin rt pityalvarezok el avionn ese qe desaparesio esta en poder d los marcianitos ahora pity investiga'
negative,'luikiicaudillo happydays puerquita una tarde de mis películas favoritas dany rvl'
negative,'humbertebra rt marydyosa lilianacar ecounidos la pileta del oso polar arturo hoy dom todo igual que hace un mes http t co fwhjz '
negative,'eloy sierra rt polespargaro ya en el hotel nuestra suerte hoy estaba durmiendo aun asi contento con la progresion yo me iba mañana a austin o n '
negative,'ce c b c b guillevaldes que hermosa panza '
negative,'pedroohh que virgen el flaco de la ypf cuando estaba saliendo una chica él le dice a manu me tapaste toda la vista yo le quería mirar el culo '
negative,'micaelagaunaok que charlas nos mandamos con ger '
negative,'itxzcicii rt paisajesgeo el caracol violeta http t co qrhjc tbhc'
negative,'berkeliana rt gabriela cuando la gente dic q estamos en las calles porq hacemos grandes colas etc me entra demasiada desesperación es porq quere '
negative,'luulita me quedó su perfume '
negative,'genesis av qué es mejor un reloj que se atrasa un minuto cada día o un reloj que no funciona en absoluto '
negative,'yorvisdiaz c buenas noches '
negative,'yygc mario jce no mr lo recuerdes u u '
negative,'martinjulian miikagatter que viva la vida que siga la fiesta '
negative,'guadacarptw rt laalysantillan la boludita esta de sheila maione me bloquio para venir a seguirme en twitter o ke tas loca vos ke te pensas '
negative,'gabypinot yo quiero tenerte solito exclusivo para mi '
negative,'ferbrenes no es el hecho de que mañana sea lunes el problema es que tengo examen '
negative,'moounike méxico perdió contra nigeria en la sub femenil pero esas de nigeria son más hombres que los jugadores de chivas fb'
negative,'javicasladesm una vueltita'
negative,'kaze okami rt punxoii rt amarispaez cuántos asesinatos al mes va a permitir la tarjeta de racionamiento '
negative,'erikadmorenol rt psicologorafael mientras oscarcito canta en la feria de mcy pm la gnb p arag y colectivos reprimen a la urb base aragua mujer '
negative,'joseblancos rt mrmadridista this is madrid http t co cmr xfrjg'
negative,'valecassanello rt eluniversocom viajar es imprescindible y la sed de viaje un síntoma neto de inteligencia enrique jardiel poncela frasedeldía'
negative,'andiesintw rt dianapmh me dueles méxico premiostvynovelas http t co l tcrwua m '
negative,'yanelyssulbaran mira nicolasmaduro dejate ya de guevonadas y ve a ver q vay a hacer con estos desgraciados opositores q estan acabando con todo jodelos'
negative,'luispastor hablar contigo me alegra el día la noche la vida'
negative,'xavi villa lba el estadio jalisco fue clausurado por sobrecupo violencia y bengalas después de los sucedido en el clásico tapatío http t co e ve jjfsn'
negative,'marieradilla que bonitas son las parejas que tienen apenas onda losmejorestiempos'
negative,'victorc del muro de alma d lpz según los premios tv y novelas la rosa de guadalupe es el mejor programa de http t co wjssjzrnmc'
negative,'ezequielmancil micaelanozieres mándame por ahí cu'
negative,'lolazjaa social media pros http t co yeree kbzb '
negative,'alcabalasmcbo en que momento de la historia de vzla dejamos de ser gente vzla es un completo infierno esta lucha es por llevarla al cielo edualvarez '
negative,'lloydavry chocopie'
negative,'luciana sarti rt paisajesgeo un mono rescatando a un perro de las inundaciones de indonesia http t co mjirvqruql'
negative,'bautiarduino rt maatiarpe recien llegadito a casa me duele todo quelindosonlosdomingosconvos elglorioso demuyjopende estrella es una pasion ine '
negative,'r cketqueen yo queria que se quede mas ratoo mi amor '
negative,'jeanbarboza rt deivisramirez a las pm de hoy motorizados mataron a un amigo en guarenas pasaron y dispararon por placer hay un herido grave chamo '
negative,'floorsonrisa me molesta que haga asi cuando esta sin sus amigos me ama me quiere todo pero cuando esta con ellos ni me registra se hace el importante '
negative,'coni undurraga día lunes serás terrible'
negative,'saambazinga estoy temblando muchisimo dioos samanta calmate '
negative,'melissaffer lo mismo me pregunto yo máquina de compatibilidad cómo es que aún no estamos juntos si somos la pareja perfecta buéh '
negative,'naninchaurrondo rt smoking on trabaja duro en silencio deja que tu éxito haga el ruido '
negative,'unionjduh jetawillmastroy i m glad you had fun you really deserved to go d'
negative,'oscurda rt abuel demente que niño tan feo es mi hija ah no sabia que eras padre soy madre ah si te vi embarazada es adopta '
negative,'soyyavv belladiradice sabeis que te crecerá la nariz no como la de pinocho si no como la de enyerbeth jajjajaj hay dios debe de estar duermiendo'
negative,'tefi cuando estoy mal siempre unas de mis hermanas pone musica re corta vena '
negative,'itxzcicii rt labarbievaleria no pienses en fa ni en re ni en do solamente piensa en mi mas frases asi sigue a estextos http t co '
negative,'marcelagch no quiero ver a nadie'
negative,'aly styles rt dnottes hagamos que este tweet llegue a rt somos el fandom más temido y unido podrémos hacerlo rt vote d kca t'
negative,'aly styles rt dnottes hagamos que este tweet llegue a rt somos el fandom más temido y unido podrémos hacerlo rt vote d kca t'
negative,'regiiballarino q lindoo saber q el martes noo voy a la esc'
negative,'patri nere natilpc yo más catrina con peluca '
negative,'arugami rt wikinoticias otan afirma que gran cantidad de tropas rusas se encuentran en la frontera con ucrania'
negative,'micaelaforlin dormir pensandote siempre '
negative,'laurenjau fr skindeharrys c desmaya bc no tiene oxigeno '
negative,'lucasxtk rt guidotb verihernandz escuche dos canciones me resultaron interesantes las letras a juzgar por esto sin duda les aguarda un lindo f '
negative,'naylettsi rt josemanuelcd observen quienes asesinaron a adriana urquiola malandros colectivos pagarán con lo que mas les duele m http t co d '
negative,'vmujermaravilla rt elguillegarcia si los pendejos de las fanb allanarán las casas de los malandros en lugar de las de periodistas tendríamos un país más '
negative,'elpatodewill xerxeselweon jejé demasiado tarde'
negative,'crys osorio rt nadinedwek crys osorio estoy viendo chiquititas y ya quiero que aparezca mica nadinedwek sos una genia gracias '
negative,'nicoromagnolii romaancabj calle la boca topa anda animar un cumpleaños gordo puto jajajajajajaja'
negative,'roriguzman qué decís que no vas a venir si pensás en venir cada vez que te alejas de mí '
negative,'mktur se buscan proyectos para invertir hasta millones de euros http t co juw vdos via directorenlaces'
negative,'tomas ribaudo volvería el tiempo atrás y cambiaría tantas cosas'
negative,'miguel maciel por tomar unos mates '
negative,'joscuadros rt enderart joscuadros ok'
negative,'lautaro emanuel malfoy siempre fuiste cagón'
negative,'sandoval rt junior rk amrlanz no te encariñes con ninguna persona total todas son unas malditas '
negative,'mariaromero rt poetadelciel he creído creo y creeré que los tiempos de dios son perfectos '
negative,'agustina silva fui a amarme desde el face de mamá y la muy hija de puta tenía el chat desactivado solo para mi '
negative,'filosofiatipica rt logicademujeres si te dice fea es porque eres guapa nadie le dice fea a una fea '
negative,'claudiapoved es mi imprensión o todo el mundo quiere pizza'
negative,'camiisuarez ayer con valen y los demas estabamos caminando asi re piola por la calle aparecen unos perros de la nada a torearnos '
negative,'nathaliezarra rt maikolch conozcan desde ahora y difundan que estaré presente en cada lucha en cada acto en cada protesta en cada resistencia aunque '
negative,'jdcb rt dicebrunomars una mujer que no pide nada lo merece todo '
negative,'eseatee rt eq v eseatee la más malcriadita si entraste '
negative,'jerryk onyibarra sabes que es verdad sólo asi pueden jaja yo no dije nada pero ya te dije yo si pago '
negative,'eri xt mi vieja me grabo hablando como bebé y se lo muestra a todos pelotuda'
negative,'guevarit rt emergenciavzla observen bolsas plasticas a las placas los colectivos http t co wnpjoc ofc'
negative,'azalea roycexo school mañana '
negative,'gennaro rt juanchotapia rt masivo herido en valle hondo cabudare edo lara es un joven de años http t co gd cwhi '
negative,'oscarmrmamon sígueme y te sigo sígueme y te sigo sígueme y te sigo sígueme y te sigo '
negative,'kelly a rt dichosdemujeres el que no siente algo de celos no está enamorado '
negative,'luivp rt caricuaoarrecha las balas no van a perforar los escudos de quienes soñamos con un país libre en caricuao estamos organizados http t '
negative,'javierkstro yo quiero bailar con ella'
negative,'josephlyne rt esinstagram todo puede cambiar de un momento a otro y lo más duro es que hay que acostumbrarse a los cambios '
negative,'auralista rt mago fit es divertido saber que aquellos que te desean lo peor tienen que soportar que te pase lo mejor '
negative,'martinycazac rt luismongee mantén tus ojos fijos en tus metas de lt ahora gt feliz semana a tod s '
negative,'pconsonrisa dinodj necesito cotización de adhesivos para auto redondos de cms de diámetro gracias'
negative,'johanice o me buscas tu o me pierdes tu decidete y si no vaya y pregunte jajjajajja ghislaynerd'
negative,'mafertrres luiscarlos rdz tlj por ya sabes quien'
negative,'hyperpocho rt tacosconcoca a tu lado todo es mejor '
negative,'jessicaline nada es facil asi que si quieres ser campeona en todo requiere esfuerzo constancia sacrificio responsabilidad y respeto'
negative,'aileenchu y bueno no aguantee y mientras hablo con el se me caen las lagrimas '
negative,'chicosinmemoria rt tacosconcoca a tu lado todo es mejor '
negative,'feral rt latrollerst oye méteme una mano ya la otra listo a ver aplaude no puedo ves como todavía aprieto '
negative,'consuelocduin rt douglirodil garcesfrancisco tu eres un asesino porque financias a los colectivos q mataron a adriana urquiola tenemos todas las prue '
negative,'yeris lucia ya el había perdido su orgullo creo que era mi turno '
negative,'ayelenseelene hoy me dijo buen dia asdfg nose porque me gusta que me digan eso'
negative,'lacachev giuliana deja de revisar el cajon a'
negative,'kaarrllaa acidentalmente hoy le pege a un viejito con una belota de béis y en mejor que se enojara voltio y me dijo jaja que buena punteria tienes '
negative,'jennyferrojas risas y demás hoy fue una gran noche '
negative,'agusslema que si decides regresar ya no habrá nadie en este mundo que nos pueda separar '
negative,'mik hurtado retornando a los días de ser el malo del paseo aunque esta vez sí tuve la culpa noseencartenconmigo'
negative,'mary c ella anda busçando risas para no llorar '
negative,'luciadls rt janis ya no hay interés alguno '
negative,'keviinadb rt lulaaloca la vida por esos colores river sos todo '
negative,'morales energy adrian uribe asi o mas pirata pinche narizon tembloroso no puedes ni tomar una foto bien'
negative,'edwinx rt zartiex la verdad duele una sola vez la mentira cada vez que se recuerda '
negative,'fruutita giiuuliiaana hace como tres semanas o mas fue eso jajaja'
negative,'williesgon rt valsmontes te secuestran y es tu culpa por tener plata te roban y es tu culpa por sacar el celular te matan y es tu culpa por haber '
negative,'gerardoleon a mi hermanita le gustaba bioleta y ahora le gusta juan derechon y se hace la que odia a violeta dios'
negative,'azulmermaid rt solodemujer no sé lo que vi en ti sólo sé que no lo veo en nadie más '
negative,'jbellgril rt jjrendon mensaje dirigido a todos ustedes via jpafs http t co kqo vhwqgq vía youtube'
negative,'emucarvol rt vtvcanal putin ordena creación de órganos de poder rusos en crimea\nhttp t co tlounx eu'
negative,'patobb rt mrreyking no puedo describir la pena ajena que me produce esto http t co yzwwquipbj'
negative,'macarosales siempre fue mi manera de ser no me trates de comprender no hay nada que se pueda hacer '
negative,'jaurecia el gobierno cospedal no articulará impuestos que graven el vino http t co zkbqwium '
negative,'souza rose rt gabrieduda me crucifiquem mas vou torcer muito p marcelo tirar polly clara angel e van por causa as torcidas babacas q ajudaram a '
negative,'floorcarreras le voy a bajar un toque el brillo'
negative,'miiqamndz se hace el gigante que se caga a trompadas con todos y mide metro y tiene años'
negative,'cliffordx sos perfjavadd el calor está insoportable me gusta sólo si estoy en una playa o así pero prefiero el frío lluvia con chocolate caliente '
negative,'candeliitaha ahora entiendoo'
negative,'pauucjs emilianopb ivanochambela por qué asesino jaja'
negative,'tiagorabe rt reporte futbol saludo entre los mejores http t co hbtihhgupr'
negative,'breenmiotti rt pityalvarezok los marcianitos lo van a soltar el avion dentro d dias latierranos pero vann a poner marcianitos enn lugar d los pasaj '
negative,'juanchiaguero rt humodeprimeratw el domingo quien gana boca rt river fav'
negative,'gemaldeoro ivanvidela no deberían bolasearlos y no deberían malpegarse'
negative,'yolacleta quienyo leo te quiero mi vida'
negative,'moveslikekarla extrañando millones el amor de mo vida mi mejor amiga andy mejoramiga bf tb cool instacollage http t co tj lfeqmoj'
negative,'cruzlee dpv too el mundo nacio un de marzo es hoy cumplen lo tiguere de verdad'
negative,'esemisuavecito meninadian viste ese gran dueto entre la leona dormida y la yuri hahahahaha '
negative,'annielou rt followrapidito se escribe creí en ti amp se pronuncia me decepcionaste '
negative,'esmeraldadp me dijiste que una copa no era nada que ocupaba una botella pa olvidar ni un trago de agua ocupe para olvidar uauau'
negative,'marceeventura rt paisajesgeo el caracol violeta http t co qrhjc tbhc'
negative,'biancaanais no puedo caminar super duper mega extra cool '
negative,'juangauto rt marcanthonydice extraño lo que nunca fue '
negative,'orilacava cosa linda me trajo la vida que no necesito más http t co kqqrxnl l'
negative,'unatalnavarro mañana de nuevo a ese colegio mierda '
negative,'lola ssu rt nijimurashuzos lola ssu excuse me lola'
negative,'briansanchez rt smoking on estoy tan enamorado que voy a poner una tienda de quesos y le voy a llamar quesería de mí sin ti '
negative,'maxi torres que feo que es levantarse un lunes a las por suerte mañana es feriadoo'
negative,'bitters rt dichosdemujeres y la pregunta es ellos te perdonarían lo que tú les has perdonado '
negative,'ulisessezequiel si lo que querías era hacerme sentir mal lo hiciste'
negative,'yaamy rt soyiliuminati odio cuando digo estoy cansado y alguien me dice cansado de qué no sé idiota estoy cansado y punto '
negative,'the anpa y no te diré que me gustas lo mantendré en secreto'
negative,'yeseniadsereno rt sardinaarrech diego arria rt este video clave resistencia civil no violenta\ndemuestra con data sus ventajas sobre la violenta http '
negative,'smiler delena rt r rickii smilebiebdrauhl smiler delena si de la nada pero gracias a eso las tengo y a ella nicolle bc '
negative,'maribuenfil rt buenfilfanspain faltan los premios más esperados tvynovelasparaerikabuenfil vamos ya con la música '
negative,'pauutepego rt antweetsocial venevisión ha sido incapaz de dar la noticia del asesinato de adriana urquiola quien se desempeñaba como intérprete de '
negative,'nahue a y hoy estoy aca y tu voy a encontrar tan solo que esta ves tierra vas a pobrobar o'
negative,'maartinieva rt silvadelfi es cualquiera q te bloqueen en wpp porque no les das bola'
negative,'cintiachayol voy a ser una tia re babosa dios '
negative,'daiafissore eroland sii la próxima te hago caso y voy '
negative,'colonycjs rt rocknacionalcjs quiero darte cada uno de mis instantes '
negative,'agustinproz me parece a mi o hoy estamos todos mal ya vi mas de un tweet poniendo que estan mal c'
negative,'karinaams el resultado de mi hermano valin con un marcador en la mano todotonto http t co s pf bte'
negative,'antolity rt zodiacohoy aries hoy no vayas por la vida buscando el amor ya que este solo llegará en el momento que sea adecuado no fuerces nada '
negative,'moripcas 知ってる '
negative,'piernitascortas rt surnadie no trates como pringles a quien te trata como choclitos vencidos '
negative,'anaisaam nos quisimos y luego ya no '
negative,'nicoknowles un amigo verdadero es el q viene cuando todos se van y el q se queda cuando todos los demás an desaparecido'
negative,'sosa la vida es una sola hay que saberla vivir http t co xddkcfs lu'
negative,'marianad rt lettix las verdaderas buenas noches son aquellas que no se desean se dan '
negative,'ramos el puente que desaparece entre suecia y dinamarca http t co ttf tidv m'
negative,'minombreesnora rt iprincipito las ojeras la sonrisa y la felicidad siempre van subrayadas '
negative,'marmorbri rt trafficvalencia via carlcontreras mismo procedimiento matan a alguien en una región pero ahora culpan al gobernador de miranda '
negative,'manuherrera en este bloque saldrá bigmamasnpapas premiostvynovelas '
negative,'mgiustip rt juruj celiaherrera urb base aragua maracay está rodeada de tanques blindados hay enfermos niños y ancianos en los edificios están '
negative,'world n ws noticias michael gira nos hace mover el esqueleto a su manera en la nueva canción de swans http t co fw mz ps actualidad'
negative,'iaratonini está muy copada'
negative,'leealeyes y saber que te vas y saber que la abstinencia me puede'
negative,'dreameshumedos lo que siento por ti definitivamente ya no lo puedo explicar por medio de palabras lt '
negative,'daibanfield es como que ya es re injunable'
negative,'elcolorfutbolmx me gustó un video de youtube de elcolorfutbolmx http t co awmldi phh nigeria mexico mundial femenil sub costa rica '
negative,'tomasesquivel ak en lo de mi hermano leoo'
negative,'psique ve rt vvperiodistas adriana urquiola asesinada por la dictadura http t co lmhogaffsm'
negative,'mariacamilio você precisa de ajuda preciso http t co vlfbyxof z'
negative,'patapederneraa estas ahi como una tentacion'
negative,'albarracincand bajenle el alcohol a micaela xfa'
negative,'karenlpda ya esta ya me arrepentí pensé que iba a pasar mas tiempo '
negative,'luu ayala rt esadolescencia hay besos que detienen el tiempo '
